Name,Power,Power_Coeff,Torque,Torque_Coeff,Speed,Speed_Coeff,Acceleration,Acceleration_Coeff,Handling,Handling_Coeff,Offroad,Offroad_Coeff,Tags,Price
"Renault                    4",30,0,5,47,0,8,111,0,7,26,1,8,27,0,8,46,0,9,"класс  A           хэтчбек               Франция                       60                               1","4800 /"
"Ford                  Capri",59,0,8,97,1,145,0,7,18,9,2,26,1,57,1,"класс             хэтчбек               США                      60                               1","5000 /"
"Ferrari               250 TRI61",300,1,294,0,9,259,1,3,6,1,4,90,0,7,29,0,7,"класс              купе               Италия                     60                               5                                                                     коллекция                              widow maker","50 000/"
"Ford                    Capri",60,0,8,112,1,140,0,7,17,8,2,28,1,57,1,"класс             хэтчбек               США                      60                               1","5100 /"
"Citroen	          2 CV 4x4 Sahara",16,0,6,30,0,9,87,0,6,29,1,8,30,0,8,89,1,3,"класс              хэтчбек               Франция                       60                               1","6000 /"
"Renault	         4 Super",33,0,7,54,0,7,115,0,6,23,1,8,32,0,7,45,1,"класс              хэтчбек               Франция                       60                               1","6000 /"
"Renault	            4 Super Rallye",33,0,7,54,0,7,115,0,6,23,1,8,29,0,7,54,1,2,"класс              хэтчбек               Франция                       60                              2","6500 /"
"Chevrolet  	Corvair Monza 900",84,0,9,176,0,8,151,0,9,15,2,39,0,7,40,1,"класс              купе               США                      60                               1","6800 /"
"BMW	           1500",81,0,9,118,1,1,150,0,9,15,2,2,40,0,7,44,1,"класс              седан               Германия                     60                               1","6900 /"
"Renault	      Floride S",40,0,6,62,0,7,118,0,9,21,2,3,45,0,8,35,1,"класс              купе               Франция                      60                               2","7400 /"
"Renault           	Alpine A108 Sport",60,0,8,80,0,9,125,1,3,19,2,4,80,0,6,35,1,"класс              купе               Франция                      60                               2","9000 /"
"Renault	          Alpine A 110",73,0,8,99,0,9,145,1,3,14,5,2,4,84,0,6,31,1,"класс              купе               Франция                      60                               2","10 600 /"
"Porsche	          356B 1600",60,0,8,110,0,9,163,1,11,9,2,1,83,0,6,40,0,6,"класс              купе               Германия                      60                               2","11 000 /"
"Porsche	          356B 1600 S",75,0,8,119,0,9,171,1,11,1,2,83,0,6,40,0,6,"класс              купе               Германия                      60                               2","12 300 /"
"Citroen	               DS 21",109,0,8,144,0,9,187,0,5,11,2,1,5,50,0,6,60,0,6,"класс              купе               Франция                      60                               2                         комфорт","13 800 /"
"Porsche            356B 2000 GS Carrera 2",130,0,8,119,0,9,200,1,9,2,1,6,82,0,6,40,0,8,"класс              купе               Германия                      60                               2","15 000 /"
"Ford 	     F-100 Pickup",137,0,7,298,0,9,125,0,6,22,1,7,14,0,7,126,1,4,"класс              внедорожник               США                      60                               2","16 000 /"
"Renault	 Michelotti Boudot Conrero",45,0,8,70,0,9,108,1,14,8,1,6,47,0,7,43,0,6,"класс              купе               Франция                      60                               5                       коллекция","21 000 /"
"Renault	                4 East African Safari",35,0,8,88,0,7,117,0,6,19,7,1,8,40,0,7,74,1,2,"класс              хэтчбек               Франция                       60                              5                       автоспорт","21 500 /"
"Chevrolet	 Impala",260,0,8,470,0,9,202,0,6,8,2,1,4,28,0,8,45,0,8,"класс              купе               США                      60                               2                              muscle car","22 000 /"
"Ferrari	              250 GT Coupe",240,0,8,262,0,9,225,0,6,8,2,1,4,88,0,8,29,0,8,"класс              купе               Италия                      60                               3","28 300 /"
"Chevrolet         	Bel Air Sport Coupe",380,0,8,490,0,8,185,1,3,7,3,1,4,25,0,8,48,1,"класс              купе               США                      60                               4                              muscle car","28 800 /"
"Ford 	       Galaxie Club Sedan",375,0,8,520,0,9,218,1,3,6,8,1,3,30,0,8,52,1,"класс              купе               США                      60                               3                              muscle car                      widow maker","29 700 /"
"Ferrari	             250 GT Berlinetta Lusso",250,0,9,255,1,1,240,1,1,8,1,6,90,0,8,27,0,8,"класс              купе               Италия                      60                              4                                        коллекция","32 500 /"
"Chevrolet	         Bel Air NASCAR Race Car",370,0,9,570,1,1,252,1,7,1,5,37,1,30,0,8,"класс              купе               США                      60                               5                              автоспорт","35 800 /"
"Ford 	    Fairlane NASCAR Race Car",390,0,9,477,1,248,1,7,9,1,6,45,1,28,0,8,"класс              купе               США                      60                               5                              автоспорт","37 000 /"
"Porsche	              356 B 1600 GS Carrera GTL Abarth",115,0,8,135,1,220,0,6,8,9,1,5,85,0,7,36,0,8,"класс              купе               Германия                      60                               5                              автоспорт                            коллекция","40 000 /"
"Chevrolet 	Corvette Fuel Injection Le Mans",290,1,414,1,227,1,7,1,4,60,0,8,38,0,8,"класс              купе               США                      60                               5                              автоспорт","44 500 /"
"Ferrari	              400 SuperAmerica SuperFast IV",400,0,8,412,0,9,280,0,9,5,9,1,1,72,1,30,0,8,"класс              купе               Италия                      60                               4                               коллекция","45 000 /"
"Ford                  Capri",72,0,9,118,1,158,0,7,15,3,2,30,1,55,1,"класс             хэтчбек               США                      60                               1","5500 /"
"Renault	  Caravelle",40,0,8,62,0,7,118,1,21,2,5,35,1,35,1,"класс              купе               Франция                       60                               1","6800 /"
"Chevrolet  	Corvair Monza 900 Club Convertible",102,0,8,182,0,9,160,0,7,13,4,1,7,40,0,7,39,1,"класс             купе              США                      60                               1","7400 /"
"Ford	                 Falcon",102,0,9,190,1,165,0,7,17,6,2,2,34,0,7,61,1,"класс             купе              США                      60                               1                                комфорт","7600 /"
"Renault	      Gordini",96,0,6,98,0,7,171,0,7,12,3,2,66,0,7,40,1,"класс              купе               Франция                       60                              2","7800 /"
"BMW	           1800",90,0,8,130,0,8,162,0,9,14,2,2,42,0,8,46,1,"класс              седан               Германия                     60                               2                           комфорт","9800 /"
"Porsche	          356C Carrera 2",74,0,9,117,0,9,172,0,8,13,5,2,2,79,0,6,45,0,6,"класс              купе               Германия                     60                               1","9900 /"
"Ford 	 Mustang",122,1,257,1,160,0,7,13,1,2,3,38,0,7,44,0,6,"класс             купе              США                      60                               1                                muscle car","9900 /"
"Chevrolet	Chevelle Malibu",155,1,292,1,160,0,6,10,3,1,6,36,0,8,39,1,"класс             купе              США                      60                               1","10 800 /"
"Renault	          Alpine A 110",81,0,8,104,0,9,151,1,3,14,2,4,84,0,6,31,1,"класс              купе               Франция                      60                               2","10 900 /"
"Ford 	      Fairlane",209,1,403,1,167,0,6,11,9,1,6,30,0,8,57,1,"класс             купе              США                      60                               2                                комфорт","13 000 /"
"Porsche               	356 SC Coupe",95,0,8,124,0,9,185,1,10,7,1,7,86,0,7,38,0,8,"класс              купе               Германия                      60                               2","14 400 /"
"Porsche	          911 2.0",110,0,8,157,1,200,1,1,10,4,1,8,90,0,7,33,0,8,"класс              купе               Германия                      60                               2","18 700 /"
"Chevrolet	   Corvette",150,0,9,302,0,9,165,1,3,11,1,9,49,0,7,45,0,8,"класс              купе               США                      60                               2","20 000 /"
"Ford 	Thunderbird",300,0,9,579,0,7,200,1,10,1,7,25,1,48,1,"класс              купе               США                      60                               2                              muscle car","25 000 /"
"Ferrari	         275 GTB",276,0,9,294,0,9,246,1,6,3,1,1,88,0,8,33,0,8,"класс              купе               Италия                      60                               3","26 800 /"
"Ferrari	         330 GT 2+2",304,0,9,390,1,245,1,6,3,1,80,0,8,38,0,8,"класс              купе               Италия                      60                               3","30 000 /"
"Chevrolet  	Corvette Sting Ray",340,0,9,466,1,224,1,2,6,1,1,55,0,8,40,0,8,"класс              купе               США                      60                               3                                       widow maker","32 000 /"
"Ford 	   Galaxie 500 Club Victoria",385,0,9,602,0,8,225,0,8,6,5,1,26,0,8,52,0,8,"класс              купе               США                      60                               3                             muscle car","32 700 /"
"Lamborghini	 350 GT",270,0,9,327,0,9,254,1,6,8,1,1,80,0,8,40,0,8,"класс              купе               Италия                      60                               3","34 000 /"
"Renault	         Alpine M 64",115,0,9,122,1,201,1,3,9,1,1,7,88,0,7,29,0,8,"класс              купе               Франция                    60                               5                              автоспорт","39 700 /"
"Ford 	      Fairlane Thunderbolt",425,0,9,651,0,9,209,1,2,4,5,0,9,20,1,2,40,1,"класс              купе               США                      60                              4                             muscle car                          widow maker","40 000 /"
"Chevrolet     	Impala SS Z33 Mk II 427 NASCAR Race Car",427,0,7,588,0,8,220,1,1,7,6,1,5,60,0,8,24,1,"класс              купе              США                      60                               5                              автоспорт","41 000 /"
"Porsche	         904 Carrera GTS",210,0,9,196,0,8,262,0,9,6,4,1,1,91,0,8,25,0,7,"класс              купе               Германия                      60                               5                              автоспорт","43 000 /"
"Ferrari	            500 Superfast",400,0,7,476,0,9,285,0,8,5,7,1,1,75,1,30,0,8,"класс              купе               Италия                     60                               4                       коллекция","45 000 /"
"Ferrari	             250 LM",310,0,8,308,0,8,287,0,9,5,0,8,84,0,7,22,0,7,"класс              купе               Италия                     60                               5                              автоспорт","50 000 /"
"Citroen	             2 CV 4x4 Sahara",16,0,6,30,0,9,100,0,6,29,1,9,32,0,8,90,1,3,"класс              хэтчбек               Франция                       60                               1","5000 /"
"Ford                     Capri",88,0,9,125,1,170,0,7,12,6,2,32,1,55,1,"класс             хэтчбек               США                      60                               1","5500 /"
"Renault	Caravelle S Coupe",68,0,8,87,0,7,140,1,17,9,2,5,44,0,8,35,1,"класс              купе               Франция                       60                               1","7700 /"
"Ford	                 Falcon",106,0,9,200,1,169,0,7,16,8,2,2,36,0,7,61,1,"класс             купе              США                      60                               1                                комфорт","7900 /"
"Chevrole t	Chevelle Malibu Sedan",140,0,9,298,1,164,1,3,12,5,1,7,39,0,7,39,0,8,"класс             купе              США                      60                               1","10 000 /"
"BMW             1800 TI/SA",110,0,7,144,0,8,172,0,8,11,8,2,1,46,0,8,46,1,"класс             седан              Германия                      60                              3                       автоспорт","10 500 /"
"Renault	          Alpine A 110",103,0,8,126,0,9,169,1,3,12,8,2,4,86,0,6,30,1,"класс              купе               Франция                      60                               2","11 400 /"
"BMW	           2000 TI",120,0,8,169,0,9,180,1,10,8,1,9,50,0,6,46,1,"класс             седан              Германия                      60                               2","11 700 /"
"BMW	          2000 CS",122,0,8,167,0,9,177,1,1,10,4,1,9,54,0,6,38,1,"класс             купе              Германия                      60                               2                      комфорт","12 300 /"
"Citroen	               DS 21",109,0,8,144,0,9,188,0,7,11,1,5,54,0,7,62,0,8,"класс              купе               Франция                      60                               2                         комфорт","13 800 /"
"Ford 	     Galaxie 500 Fastback Hardtop",220,0,9,456,0,8,196,0,6,9,3,1,6,25,0,7,50,0,8,"класс              купе               США                      60                               2                             muscle car","17 000 /"
"Porsche	          911 2.0",130,0,8,174,1,211,1,1,8,7,1,6,90,0,7,33,0,8,"класс              купе               Германия                      60                               2","19 300 /"
"Ford 	      F-250 4x4",179,0,8,333,1,141,0,5,20,1,5,12,0,7,167,1,3,"класс              внедорожник               США                      60                               2","21 500 /"
"Ford 	   Mustang GT A-Code 225 HP",225,0,8,414,1,194,0,9,8,7,1,5,39,0,8,44,0,8,"класс              купе               США                      60                               2                             muscle car","24 500 /"
"Porsche              	911 S GT Competition Coupe",148,0,8,180,0,9,219,1,1,8,1,4,92,0,7,30,0,8,"класс              купе               Германия                      60                               3                          автоспорт","25 000 /"
"Chevrolet         	C10",305,0,6,481,0,7,145,0,4,16,9,1,2,10,0,7,105,1,2,"класс              внедорожник               США                      60                               2","25 000 /"
"Chevrolet  	Caprice",325,0,9,556,0,8,194,0,9,7,7,1,3,26,1,45,0,7,"класс              седан              США                     60                               2                           комфорт","27 400 /"
"Renault	           Alpine A 108 Berlinetta Tour de France",75,0,8,115,0,8,140,1,2,16,2,4,90,0,7,70,1,"класс              купе               Франция                      60                               5                       автоспорт                      коллекция","28 500 /"
"Chevrolet  	Biscayne",425,0,8,624,0,7,205,0,9,6,8,1,3,30,0,8,58,1,"класс              купе               США                      60                               3                             muscle car","29 600"
"Ferrari	       330 GTS",300,0,9,326,1,235,1,1,7,7,1,5,85,0,8,35,0,8,"класс              купе               Италия                      60                               3","30 000 /"
"Porsche	           911 2.0 Coupe Monte",130,0,7,174,0,9,208,1,1,8,8,1,5,91,0,7,70,0,8,"класс              купе               Германия                      60                               5                       коллекция","30 000 /"
"Ford 	      Shelby GT350",310,0,9,446,1,1,206,0,9,5,9,1,1,43,0,8,40,1,"класс              купе               США                      60                               3                             muscle car","30 000 /"
"Ferrari	           365 California",320,0,8,363,1,245,1,7,1,1,3,82,0,8,39,0,8,"класс              купе               Италия                      60                               3                                                                                                   комфорт","33 000 /"
"Renault	      Alpine A 210",125,1,166,1,215,1,2,9,1,6,93,0,7,19,0,8,"класс              купе               Франция                      60                               5                       автоспорт","34 500 /"
"Lamborghini	  350 GTS",320,0,9,325,1,250,1,6,1,82,0,8,36,0,8,"класс              купе               Италия                      60                               4","35 000 /"
"Chevrolet	       Corvette Sting Ray",435,0,8,624,0,7,229,1,2,5,1,0,8,59,1,40,0,8,"класс              купе               США                      60                               3                                       widow maker","35 000 /"
"Porsche	         911 S Le Mans Race Car",193,0,9,225,1,2,244,1,7,1,3,88,0,9,30,0,8,"класс              купе               Германия                      60                               5                          автоспорт","36 700 /"
"Lamborghini    	400 GT",324,0,9,355,1,249,1,1,6,6,1,2,80,0,8,40,0,8,"класс              купе               Италия                      60                               3","38 000 /"
"Porsche	       910/6 Coupé",220,0,9,211,1,270,0,9,6,1,1,1,90,0,8,27,0,8,"класс              купе               Германия                     60                               5                       автоспорт","42 000 /"
"Ferrari	          250 Testarossa Recreation by Tempero",300,0,9,302,1,259,0,9,6,1,79,0,8,27,0,8,"класс              купе               Италия                     60                               5                       автоспорт                      коллекция","44 700 /"
"Lamborghini	   400 GT Monza",328,0,9,374,1,270,0,9,6,8,1,2,84,0,8,37,0,8,"класс              купе               Италия                     60                              5                          коллекция","48 800 /"
"Ford 	             GT40 Race Car",485,1,1,644,0,9,346,0,8,5,2,1,81,1,25,0,8,"класс              купе               США                   60                               5                     автоспорт","50 000 /"
"Citroen	             2 CV 4x4 Sahara",28,0,7,49,0,9,105,0,6,27,6,1,9,28,0,8,90,1,3,"класс              хэтчбек               Франция                       60                               1","5500 /"
"Ford                Capri",93,0,9,140,1,171,0,7,11,8,2,40,0,8,53,1,"класс             хэтчбек               США                      60                               1","6000 /"
"Chevrolet	    Camaro",140,1,298,1,170,1,2,12,1,8,45,0,7,46,0,8,"класс             купе              США                      60                               1                         muscle car","9300 /"
"BMW	           1800",110,0,8,136,0,9,168,0,9,12,8,2,2,46,0,8,46,1,"класс              седан               Германия                     60                               2                           комфорт","10 000 /"
"Renault         Alpine A 110 1300G",102,0,8,117,0,9,198,1,2,9,1,1,8,88,0,7,32,1,"класс              купе               Франция                      60                               2","11 300 /"
"Ford          Mustang GT",228,0,8,414,0,7,190,0,9,9,1,7,40,1,44,1,"класс             купе              США                      60                               2                                muscle car","12 000 /"
"Chevrolet  	Camaro RS",275,0,9,481,0,8,198,1,2,7,7,1,2,48,0,8,46,0,8,"класс             купе              США                      60                               2                                muscle car","13 500 /"
"BMW	          2500",150,0,8,211,0,7,195,0,9,10,4,1,8,57,0,7,42,0,8,"класс              седан               Германия                     60                               2                           комфорт","14 200 /"
"Citroen	             ID 19 Rally Car",75,0,9,150,0,9,154,0,7,14,2,1,60,0,7,71,1,"класс              седан               Франция                     60                               3                          автоспорт","14 800 /"
"Ford 	   Mustang GT-A Fastback",325,0,8,579,0,6,185,1,2,6,5,1,2,45,1,44,0,8,"класс             купе              США                      60                               2                                muscle car","15 000 /"
"Renault         Alpine A 110 1600G",125,0,8,144,0,9,204,1,2,7,1,1,4,86,0,7,32,1,"класс              купе               Франция                      60                               2","15 100 /"
"Chevrolet	             C30",126,0,8,297,1,130,0,6,21,1,4,22,0,7,117,1,2,"класс              внедорожник               США                      60                               2","15 900 /"
"Porsche	          911 2.0",140,0,8,180,1,213,1,1,8,6,1,6,90,0,7,31,0,8,"класс              купе               Германия                      60                               2","18 000 /"
"Chevrolet	 Corvette",213,0,9,346,0,9,209,1,2,8,1,1,7,56,0,8,38,0,8,"класс             купе              США                      60                               2","18 800 /"
"Porsche	            911 S 2.0 Coupe",170,0,8,188,1,225,1,1,7,9,1,5,91,0,7,30,0,8,"класс              купе               Германия                      60                               2","21 100 /"
"BMW	               E9",170,0,8,235,0,7,205,0,9,7,8,1,3,65,0,7,50,0,8,"класс              купе               Германия                      60                               2","22 200 /"
"Chevrolet	           K10 Fleetside Pickup",170,0,9,377,1,155,0,5,16,1,4,20,0,8,180,1,"класс              внедорожник               США                      60                               2","25 300 /"
"BMW	       3000 V8 Fastback by Frua",159,0,8,235,0,7,195,1,10,1,8,50,1,60,0,8,"класс              купе               Германия                      60                              5                       коллекция","25 800 /"
"Ferrari	        Dino 206 GT",180,0,9,186,0,8,225,1,7,5,1,3,83,0,8,35,0,8,"класс              купе               Италия                      60                              2","27 000 /"
"Porsche	              911 GT-S 2.0 Coupe",180,0,8,199,1,230,1,1,7,5,1,3,93,0,7,30,0,8,"класс              купе               Германия                      60                              5                       коллекция","28 000 /"
"Chevrolet  	Chevelle SS 396",375,0,8,570,0,8,200,1,1,6,1,1,40,0,8,58,1,"класс             купе              США                      60                              3                                muscle car","28 000 /"
"Ford 	Thunderbird Hardtop Coupe",345,0,9,626,0,7,190,1,2,7,1,1,3,38,0,8,55,1,"класс              купе               США                      60                               3                           комфорт","29 000 \"
"Lamborghini	Marzal",175,0,8,199,1,187,1,2,9,4,1,7,88,0,8,42,0,8,"класс              купе               Италия                      60                              5                       коллекция","30 000 /"
"Lamborghini	Espada",350,0,7,400,0,8,249,1,2,7,6,1,5,86,0,8,37,0,8,"класс              хэтчбек               Италия                      70                               3","32 000 /"
"Ferrari	           365 GTB/4 Daytona",320,0,8,388,0,8,245,1,2,6,2,1,1,93,0,8,30,0,8,"класс              купе               Италия                      60                               3","35 000 /"
"Chevrolet	   Corvette Sting Ray",396,1,624,0,8,239,1,2,5,8,1,1,60,1,38,0,8,"класс              купе               США                      60                               3                                       widow maker","35 000 /"
"Lamborghini	Miura P 400",350,0,8,378,0,9,277,1,3,6,7,1,2,84,0,8,33,0,8,"класс              купе               Италия                      60                               3","40 000 /"
"Ford 	       GT40",335,1,469,0,9,270,1,2,5,0,7,75,1,28,0,8,"класс              купе              США                     60                               3","40 000 /"
"Porsche	            906E Racing Coupe",210,0,8,145,0,9,270,1,2,6,2,1,2,102,0,8,19,0,8,"класс              купе               Германия                      60                              5                      автоспорт","41 300 /"
"Ferrari	         206 S Berlinetta Competizione",220,1,292,0,9,270,1,2,7,1,3,97,0,8,25,0,8,"класс              купе               Италия                      60                               5                                 автоспорт                коллекция","43 000 /"
"Ferrari	               P6 Berlinetta Speciale",380,0,8,404,0,8,245,1,3,4,9,0,7,92,1,28,0,8,"класс              купе               Италия                      60                               5                                      коллекция","45 000 /"
"Renault	        Alpine A 220",310,0,8,381,0,8,284,1,2,6,8,1,4,90,1,26,0,8,"класс              купе              Франция                      60                              5                      автоспорт","46 800 /"
"Ferrari	           412 P",420,0,8,455,0,8,310,1,5,6,1,95,1,19,0,8,"класс              купе              Франция                      60                              4                      автоспорт","48 000 /"
"Porsche	       909 Bergspyder",270,0,8,296,0,8,288,1,3,0,4,95,1,20,0,8,"класс              купе               Германия                      60                              5                      автоспорт                  widow maker","49 000 /"
"Ford 	         Shelby GT500 Super Snake",520,0,7,678,0,9,274,0,7,4,5,0,5,62,0,8,38,0,8,"класс              купе               США                      60                               5                                    muscle car                   widow maker                                коллекция","50 000 /"
"Renault                 	4",34,0,7,52,0,9,119,0,7,21,7,1,8,40,0,7,45,1,"класс              хэтчбек               Франция                       70                             1","5000 /"
"Renault              	8 S",70,0,7,68,0,7,140,0,8,16,5,2,4,60,0,7,40,1,"класс              седан         Франция                       70                             1","6600 /"
"Renault	          Rodeo 4",38,0,8,58,0,7,102,0,7,30,2,4,32,0,7,85,1,2,"класс              внедорожник               Франция                     70                               1","7000 /"
"Renault	           12 Gordini",113,0,7,140,1,185,0,8,9,5,1,5,69,0,8,45,0,8,"класс              хэтчбек               Франция                       70                             1","8000 /"
"Porsche	                 914",80,0,6,131,0,7,177,0,5,13,2,1,77,0,8,33,0,8,"класс              купе               Германия                     70                               1","10 000 /"
"BMW	           2002",98,0,8,157,0,7,171,0,5,10,6,1,7,69,0,7,40,0,8,"класс              седан               Германия                     70                               1","10 400 /"
"Ford 	         Capri RS2600",150,0,7,224,1,202,0,6,7,3,1,1,55,0,8,48,0,8,"класс             хэтчбек              США                      70                               2","12 700 /"
"Porsche            914/6",110,0,6,157,0,8,201,0,5,8,3,1,3,88,0,8,30,0,8,"класс              купе               Германия                     70                               1","14 000 /"
"Ford 	      Bronco 2.8",90,0,6,198,0,9,129,0,4,20,1,4,28,0,8,180,1,2,"класс              внедорожник               США                      70                               2","16 000 /"
"Ford 	    Mustang Boss 302",290,0,8,477,0,8,196,1,2,7,5,1,3,40,1,44,0,8,"класс             купе              США                      70                               3                              muscle car","18 000 /"
"Chevrolet	 Corvette",223,0,9,353,0,9,202,1,3,7,8,1,5,56,0,8,38,0,8,"класс             купе              США                      70                               2","18 800 /"
"Porsche                  911 2.2",155,0,8,191,1,1,220,1,1,8,1,5,90,0,7,31,0,8,"класс              купе               Германия                      70                               2","19 900 /"
"Chevrolet  	Chevelle",325,0,8,540,0,8,211,1,7,5,1,3,39,1,42,1,"класс             купе              США                      70                               2                              muscle car","20 000 /"
"BMW	               E9",180,0,8,252,0,7,208,0,9,7,6,1,3,65,0,7,50,0,8,"класс              купе               Германия                      70                               2","20 200 /"
"Citroen	         SM",170,0,8,230,0,9,220,0,7,8,4,1,3,64,0,7,50,1,"класс              хэтчбек               Франция                      70                               2                         комфорт","20 500 /"
"Porsche	             911 S 2.0 Coupe Rallye",148,0,8,190,1,1,210,1,1,8,1,1,5,92,0,7,58,0,8,"класс              купе               Германия                      70                               3                       автоспорт","21 700 /"
"Chevrolet  	Corvette Stingray",300,0,9,515,0,8,212,1,5,7,4,1,6,58,1,38,1,"класс              купе               США                     70                               3","22 900 /"
"Chevrolet  	Blazer K5",158,0,9,370,1,149,0,5,11,9,1,4,24,0,8,164,1,2,"класс              внедорожник               США                      70                               2","23 300 /"
"Chevrolet	   Camaro SS 396",350,0,6,565,0,6,220,1,7,1,2,48,0,8,43,1,"класс             купе              США                      70                               3                              muscle car","24 000 /"
"Ferrari	       Dino 246 GT",195,1,1,225,0,9,235,1,1,7,1,1,3,85,0,8,35,1,"класс              купе               Италия                      70                              2","27 000 /"
"Renault                         IKA Torino Coupe 380 W",176,0,9,330,0,9,192,1,7,5,1,3,80,0,8,41,1,"класс              купе               Франция                      70                               5                         автоспорт","28 000 /"
"Ford                 Torino GT 429",347,1,590,1,1,216,1,1,7,1,3,40,0,8,54,1,"класс              купе               США                      70                               3                             muscle car","29 400 /"
"Lamborghini	Espada 400 GTE",350,0,8,394,0,9,261,1,2,6,1,1,2,88,0,8,35,0,8,"класс              хэтчбек               Италия                      70                               3","34 800 /"
"Chevrolet 	Chevelle SS 454 LS6",450,0,9,677,0,9,210,1,2,5,8,1,2,44,0,8,40,0,8,"класс              купе               США                      70                               4                             muscle car                      widow maker","35 000 /"
"Lamborghini	Jarama 400 GT",350,0,8,392,0,9,260,1,2,5,7,1,90,0,8,30,0,8,"класс              купе               Италия                      70                               3                                       комфорт","36 000 /"
"Porsche	          908 Spyder",350,0,8,377,1,275,1,2,4,8,1,99,1,14,0,6,"класс              купе               Германия                      70                              4                        автоспорт","43 000 /"
"Chevrolet	       Camaro ZL-1 COPO ''Garnet Red''",450,0,8,640,1,222,1,2,5,4,1,2,40,0,8,35,0,8,"класс              купе               США                      70                               5                             muscle car                        widow maker","44 000 /"
"Lamborghini	Miura P 400 Jota",440,0,8,484,1,1,296,1,2,4,0,6,95,0,8,20,0,7,"класс              купе               Италия                      60                               5                                      коллекция","47 000 /"
"Porsche	           917 LH",520,0,9,501,1,340,0,8,3,9,0,7,90,1,2,17,0,6,"класс              купе               Германия                      70                              5                        автоспорт                               widow maker","49 000 /"
